ID_encrypt,Start_Date,End_Date,Do_you_plan_to_study_in_the_Academic_Program_next_session_,4_Day_Test_Prep,1st_choice_elective_MW,2ndchoice_elective_MW,1st_choice_elective_TTH,2ndchoice_elective_TTH,Quarter
0x01D408B384A6E97734397E6B72A0CC7733BE82A4EF7122B9984CE4AC4661E2FC1F8D4022B048543FB7924A0AA9AEF046ADD60A296DAE440B51FABE9E1BE4A83BAC,9/20/2017 21:56,9/26/2017 23:21,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0128F46E73B402B819864E46DC5E418BBF3EB03DA04E7B152CEADDDC148486C01AF2EB84A7EAF017E74418FE344A4B15338D6E0083CEB1D6B9C7E39D569760D4A4,9/20/2017 20:58,9/20/2017 20:58,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,9/20/2017 17:45,9/20/2017 17:45,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0168F679370D59B372535C7C76E544D95C1FDE53E2FE22213376AD333B090615B69A9D9C30AEA058A6D0CD3136465259120A4107878E38A4975463C96B6BC18D97,9/20/2017 16:03,9/20/2017 16:04,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x016F5229FC964EC8E11E329F2FDF59C37BDC6D95947606F8286DBD8C93A3B16F09BFBC5737A18A5C16E6C78A3AA5DE413740D2DC1B383A2AEFDF8BA124D26BFC15,9/20/2017 16:01,9/20/2017 16:01,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0113A7F9C48771D1BFA16C25DC9AAA9B51880A96A48DC0F2BE588987C45F4E603B6320008F50A63025FDD5B302200D0EF90111F4182EE65DB463B9D1887598C6AC,9/20/2017 15:42,9/20/2017 15:43,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01D9E73271BF694697CD03824FC3F22260000FCA16D2983E640491C2D36DCB8F1AB89650FF8B6DC7006522E8FBA5D6264DCC0A699B180C3C34339C806DA677FFE4,9/20/2017 15:17,9/20/2017 15:17,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01C22A370BDB8490779E44412524A5D9CBBB8F9EE55CB7EAD5596F27ED3D70167F9ACB11CCBC94E41A14576CD3E9F59FFC22F4F8E149293E7C0F0ACF2BFE23A71E,9/20/2017 15:04,9/20/2017 15:05,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01472B503300696E4AA44313B2811175734A198BEE25AF4B03D0F24A09525B1E301AB9622ED9635DB4289ED357B464D974A1D9F3280B1C9AFF56C23CBF42DEEA4F,9/20/2017 14:32,9/20/2017 14:32,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01557D3A0451AA6D1B1C81AC9564BE4BF3E739AC216C66BDC2A62B207788FBDAC664ADB4A4E0A94322B03D4B08BA82C07F67A7E821C362EAA60B14712F0249EE66,9/20/2017 14:10,9/20/2017 14:10,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x019E93A13FC0E277F0CC6E0C9240B2C855C78465160DD9663C64B1EC65F2C1B921C94CD02E2B765A99A0DECA98602C1BC9C5EC715C158E5198EDA3BFF4E8D07C35,9/20/2017 12:02,9/20/2017 12:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01DA9D8D319331B293C63C7BB75D937826DB516C0BB5E671D5A68784D77E74FF37CC32BAC6DC7869202354D23CCC2582309453D3978A288A32789DDCBB5A66A2F2,9/19/2017 17:53,9/19/2017 17:53,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0190B473062E0893D255E180D28C7B14E099CCE04970D373744BC9225619869F71A7DB69BB9692C301180604EA97CDF67E088F2A32B6D775D27F5486AF7C98859D,9/19/2017 16:44,9/19/2017 16:45,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x012CD0D9CC1131486C3F9E015AF02846E2340FF97027587044A4553A42628D3476B8F13C345FDF1AE5440AFC2B20E018D7BB8A7FE228FCFD81094C32DFDA442007,9/19/2017 16:02,9/19/2017 16:03,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x010EFCDE2C1936A9A57A92CB602D05420D6309F6C1EB1AAF6222889B36E19B5F41CEB66D38FBA19864C40ECC6523F9182F4EA3E8F50F36955BFC008F59EA9112FA,9/19/2017 12:17,9/19/2017 12:18,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01209FEC6BF023A93AF204C3E7FB0621B17DF91B5A69EB4A2166A6C4F7EB38A1EF09F3F48F1B622B7377FAF31FC62F2526652D5D018D5462C9B83DBDA6094CE1B4,9/19/2017 12:16,9/19/2017 12:46,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop,College Workshop,104 IELTS Preparation,GRE Preparation,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x012F38CAC3E75303B734B3D887DBE7F28B73C0330420729E46745F73BBC67D2E9F1926A1AF9F5F84D6D0125718170AB9F0D68E5BBDA5E45CF64CCE440FA8698C3A,9/19/2017 12:02,9/19/2017 12:02,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0188426C3487F56A45A0F4C42B09991880274EE061AEE606DBC4AF2A428EEFDEB91708AED152370384FC5F5ACC6C293F473240AF760F5DE4E47E9B1923361FCDE6,9/19/2017 11:59,9/19/2017 12:05,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Active Listening and Speaking,Public Speaking,American Pronunciation,American Idioms and Slang,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0144CA2A3560596F94F221FA25CD7C24EE553169247EA1C2982C8EE9552408CC91F69DE11ECAA1B56E52FEE7AE52CAF634AC98E334D10361A9B5D5A2BBA6FD81B8,9/19/2017 10:57,9/19/2017 10:57,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01698A1B21B0AE8C2CAAE260E8053402BB388B7B47D3C15F9AC6B9AB736B449F24B498F6E42D93BC8E78D998FC3AC8FB3C6C7A0B9D47DB20EBA7702505B8AC3C0D,9/19/2017 10:50,9/19/2017 10:50,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x013A12DC881CBB8BDC605EDCAF5211ACE3D3B8B5CCB151576BB9E7DCBB0152CE618236729DB1CA14C025692CB7362566084ECCE152BA5471E3AC84C136DB142E5A,9/19/2017 0:24,9/19/2017 0:24,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x016211AAECA81925F654872BFC2D9A750F138605A5ABE27C877C31D6BBDE01FA48BA10418FBD0072099BFF20D8B02439E821B2163C187BCADC305EBDE30CB86260,9/18/2017 14:10,9/18/2017 14:10,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0172BA6363BFC2FFAE2F910C8D7A71F53FCCA8CDF57C16FE3288D3E70FF3F8E3F73EB4854E76DAB1322B048B70E330EAFDC731465A16D3A8C094FBAB3CEF4AABA4,9/17/2017 21:39,9/17/2017 21:40,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01436F285A814EBF62AAC2EEAFF83689EA30DB05AF3DB81EAA74CF19C3DE1629D3C10F7680E219069C70091DFA92A6C9ADB8D39E6667DB08D3D389485A7FD86B25,9/17/2017 14:02,9/17/2017 14:02,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01DD004F43D917516CD811D7D40BF8B6537F9294C5F58B8B2F538F38CE87A1F11BD4DB4E9DE09E2770515DCDC010CF2671E3FB6E00507639E11A6147E1E7481D17,9/16/2017 17:00,9/16/2017 17:03,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01B973942B5962A3F62B7119B80F6340F60BB7508FF4A340B34DB054BB1273289A035011CF5E2E7D31AC5EB8DF9C4415D557A527E1681510D66415B62737E33745,9/16/2017 16:10,9/16/2017 16:10,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x016CEB43D2C89A1440FF1892D5553A350E02B8204CAD53A4DB812E7E7221AB145517298EEFA48DDD774FA1F66F58C75EE09D8C16D78DB19CCBB008159929454293,9/16/2017 12:13,9/26/2017 8:18,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Public Speaking,104 IELTS Preparation,104 IELTS Preparation,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01EEA3B8395B1151F566CFA590660F4482A44E1A5A696510A60C0ADB4788E3DDD8178FF7A83EF961A4564BEE38695DE096B87644E26EBB56A790D7EC8081759CB3,9/16/2017 9:57,9/16/2017 9:57,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0124DD20A805E31126F1387A93F29CF66C19B3AB67DE1E3D4072D9191B821A3CECD46825E830D0C76A7F8F83F4ECA1C6CD0332E9CFD15FB66E0C1A3DCD66521B73,9/15/2017 23:54,9/15/2017 23:54,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01773C8E981DCAC2187D0BD7DF73E86FAFCECE91B0B5D82B3854E42D2D40F3B32F7A925DE47A22A57DD527BB0C7841DE85260C738ABDB20F0E9F4D08A076E0BB75,9/15/2017 23:52,9/15/2017 23:53,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x016F06D33007056533B99AB7CC33983FF75E4E6F25CEE8979E7B996DA7CB24B24D6F92D2E4A79E63D2BCC2D6742B1B16E4729A2CCE6D3676AF48EA08CF0446BD12,9/15/2017 21:21,9/15/2017 21:24,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop,Business English,American Pronunciation,Word Play (Academic Vocabulary Development),AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01B1547073B1424BB44F147333B9E59FE23A691793F2F4C468F71E832FA4DA03FCB07B95587D9AA4B1196DC2FDE484410093BA6C3BF2A1185E9BCB4F1F8C22AD88,9/15/2017 21:08,9/15/2017 21:08,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0156D3189C5E806DD7E70E23BB6A4D18004D86FE8CDC54FC255CF06E0D8D2DB917B96866A6E26EE92F27AF46F1DA60162014113372FDCFA5F7339619E251E801B9,9/15/2017 19:29,9/15/2017 19:34,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Business English,American Pronunciation,Current Events,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01E4DBCD022A3ECF317C81CF4224A3181A160CE3C56B36539DED6F262DF341714D87755EB0F221983972BB5959F02BF1BBAD3F5779EBB7CBAF1817D9A2DB4D6220,9/15/2017 18:17,9/15/2017 18:17,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01B6D48896F670A49038263D6742BFD75EA675116F59D92106668C5E2D371774F09AC48D7653A5D8D702AAC5DB372B7579C304D149D79E60B1701FE434936B370A,9/15/2017 17:52,9/15/2017 18:16,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Business English,Business English,104 IELTS Preparation,Word Play (Academic Vocabulary Development),AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x018CD831C9DD09C485FB45A88F43CFA218EC0A4DC5F61E7626EB3B40DDD1911E2A5FFD7C0D61FFF870095A7431EEE562EC2C66C29E65542E93A501FE29C4C1877E,9/15/2017 17:37,9/15/2017 17:42,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop,Public Speaking,104 IELTS Preparation,Current Events,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x014CA7191821FADA1B2F7B240CF7971FF6B122882CEE2016FE4F624E713CE2A6BE5487C316C2785110B6BEA7D7B706A6BE576452F1CD031759922792C37694188C,9/15/2017 17:29,9/15/2017 17:29,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01283D91E83998B4DEF0C4192BBA64E21F3D8B9EA80D5FD06B1D1AFDAAF025F875D722383DE97F9309018FD1CC96AABBE000B91ED87E01A4ACF4887A2CCB3E02A0,9/15/2017 17:18,9/15/2017 17:19,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,Public Speaking,American Idioms and Slang,American Idioms and Slang,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01AF012D15FBF00C85C9F862CF91E52E4EEF2609E2DB7E3913A3DC5568038887F0EBFDAE4DADCF2551A06D5B44D4E0B733B521D8F2857BB73A0757E656B6F39A0A,9/15/2017 17:12,9/15/2017 17:18,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Business English,Active Listening and Speaking,GRE Preparation,American Idioms and Slang,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0159EC6A61F8881E5A891D600908F5CC858DA027471DE6B8653A330E0D398597B32DF446BC4679D14E2ECC5A41B1AB9CB9BE94A9B54F77F8D6DB5357FEA3A4867F,9/15/2017 17:08,9/15/2017 17:08,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01BD126CB2C608DC20A87B0047FFF21DFBA1545189D1A85C16C39CC36F5A789E82B8213F41103DDEC92ACAF398F75686A506F819328F6B3322DBEB225D170070BE,9/15/2017 16:58,9/15/2017 17:03,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,College Workshop,Public Speaking,104 TOEFL Preparation,GRE Preparation,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x0164C6A1E3B88F7641D4E51E986A0A30DB3DBF599C17F5F450CDCD49359F690C63BC9026F2E2ADC6EB4969478D5BD786295FBCB0744362F3BABC0324BFA9C5E53C,9/15/2017 16:50,9/15/2017 16:51,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01BB220C69156BEC6E1688152BD50BF8AC60380E147B155B5C561479190BB8E55E1882D4D81DA1D9A1B31C4CAC3349D75049AAD13E4E2EE5E74852976B4B7A7474,9/15/2017 16:41,9/15/2017 16:45,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Business English,English Through Movies,Current Events,Word Play (Academic Vocabulary Development),AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x017AEADD592F50BB26026A426D8E947CE572CB173EF2C8FA251BBB3879419FC0B75E90E70D1C28C0C82EF20F0F0B2CA2075DF8358A9A4EE9D8E100619AA75E9397,9/15/2017 16:38,9/29/2017 4:40,"YES, I have submitted my intent to register online and paid for the next Academic Program.",I DO NOT want 4-day Test Preparation. I want one Monday/Wednesday elective and one Tuesday/Thursday elective.,Public Speaking,English Through Movies,American Idioms and Slang,Current Events,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01C346B033D480B8EA90D1C46DCC361D5758A8D34FCD55E636819BCE4EBD5B73DD718E5393B89A3FCA412C232A4438072C5B7446CA427BE19B4CEBAC688C01D00B,9/15/2017 16:24,9/15/2017 16:24,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x015E11904A8EA37B2E99B10F597A0D75F7FBD54B212B312FF7E918A47E8FA6981844ECF279F237650D123E1BE8139C6875963DD714B3D235D5DF86B2226E1ED15A,9/15/2017 16:21,9/15/2017 16:21,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Fall_2017_1st_Half_Elective_Preferences_Advanced
0x01BDC08C21D9A5F0B0572C2E7B0A5ED07A6398FDC001E8D49E8D3BEB6D2899EB01F323D8AE52B1BB7536F0CFB2892EBC69D79EF8D74A97593C0CE69C3B4C60ED75,6/11/2017 19:50,6/11/2017 19:52,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01BE992F11BFCBBD08E1E2A7B2BD5EA74B61D98EE6FB5FB58707E571B4B1F7145291FFACFE3F509A4184A694E1BCE62B07939B89BC9DF78D8A3E8B9C5D624B5B49,6/11/2017 9:54,6/11/2017 9:54,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01A6AC764DD48AF68412777A0CC2F0A5ABD96C1EEFB3B6C397717674498D8669A68D01DD62BCBA0F5BC5D556E40399798AB8753E507398748C47AE1FAB442167D0,6/10/2017 1:13,6/10/2017 1:13,"YES, I have submitted my intent to register online and paid for the next Academic Program.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01D48A77DFD31A6EA225BEF0C00F202CD7C6ABFAAD438856F3BA6F259DB3E62C98F91AC9D2CD16BC1C6C5DFFBD15D89D68A255AD5D12E2783AD28CD84A939120FF,6/9/2017 15:57,6/9/2017 15:57,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-day TOEFL Test Preparation (Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x013EE58E9CAC52EB892CFCCA93C73E989F96A3E4DD475DE3A098FBE9505195954AAD0624DEFA9CECCAF07BD659D7FBE2E3902B18699982A892D7074859335922C1,6/7/2017 12:29,6/7/2017 12:29,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x014CAB82DCBD897662E37DB5FAE00C9694AD4FF05AB00864DECA1912ED557B1AC87C4A17913393F4D29B13212B122A30127C8917D899FD0515CAB899E0B4638BBD,6/7/2017 12:28,6/7/2017 12:28,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x0134FBED0AFD9F18B7ABB39F4053ECD0CBA46EE5DD1F2D95E51885ED0EA81BE9EC582BAA4E4A16E6E2F017EAB73C6152A795D5B0D7D41CC53D0C2C6B29BF6A699D,6/7/2017 3:02,6/7/2017 3:02,"NO, I do not plan to study in the Academic Program next session.",NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
0x01C346B033D480B8EA90D1C46DCC361D5758A8D34FCD55E636819BCE4EBD5B73DD718E5393B89A3FCA412C232A4438072C5B7446CA427BE19B4CEBAC688C01D00B,6/5/2017 23:34,6/10/2017 0:59,"YES, I have submitted my intent to register online and paid for the next Academic Program.","I want 4-dayIELTS Test Preparation(Monday, Tuesday, Wednesday, Thursday)",NULL,NULL,NULL,NULL,AIEP_Summer_2017_1st_Half_Elective_Preferences_Advanced
