ID_encrypt,Start_Date,End_Date,IP_Address,What_kind_of_electives_do_you_have_,My_current_Monday_Wednesday_elective_is_,My_general_evaluation_of_this_teacher_is_1_,My_general_evaluation_of_this_course_is_1_,This_teacher_is_organized_and_prepared_1_,This_teacher_gives_interesting_activities_1_,This_teacher_explains_things_clearly_1_,This_teacher_answers_questions_well_1_,This_teacher_gives_students_chances_to_participate_in_class_1_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_1_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_1_,What_do_you_like_about_this_teacher_class_1_,What_changes_would_make_this_class_better_1_,My_current_Tuesday_Thursday_elective_is_1_,My_general_evaluation_of_this_teacher_is_2_,My_general_evaluation_of_this_course_is_2_,This_teacher_is_organized_and_prepared_2_,This_teacher_gives_interesting_activities_2_,This_teacher_explains_things_clearly_2_,This_teacher_answers_questions_well_2_,This_teacher_gives_students_chances_to_participate_in_class_2_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_2_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_2_,What_do_you_like_about_this_teacher_class_2_,What_changes_would_make_this_class_better_2_,Quarter
0x010ABBD233BFB8BB2D94CA14E6C8D05A0D1CCB7B79645F57F39FD3D1D5E3B8D9EDD52C7397C0CB897465EA6CDA85A715AC734045C6A5BD417B16016C5D34C4E6C4,4/18/2016 19:14,4/18/2016 19:19,208.54.4.199,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Business 1 (with Gene Kavenoki),D - Somewhat bad,C - Good,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,Business news,How teacher treat other people,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,Bobby and how she teaches us,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x0105581E0844544EB3AB38F762A6B638A607120BDC74631BBC6AAF22F1ADB8EB17FD97DA0AF0D18BCFDD7B127152417DFF2F369E90323D088C332808BF47E78426,4/18/2016 18:42,4/18/2016 18:47,45.49.129.253,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Active Listening and Speaking(with Leigh Hall),C - Good,C - Good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Somewhat satisfied,Hope more interesting,Add something like presentation or public speaking to improve the real speaking,105 TOEFL (with Leigh Hall),A - Very good,A - Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Very satisfied,Somewhat satisfied,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x0152B40C56E95BC0147E3744E208C9E42B9B08401CF1F2D276A4AD69D32642A5E1AEF6E49D6AB69A3DBF81713966FBF77E509AF71C1773474F093A49EDF652EBE5,4/18/2016 18:40,4/26/2016 20:27,64.136.151.1,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x019711C09809249BD14DD8DFCDF97DAA336CA944E55F0EA22E9D60A391F8B1E794DC1DEE38127F7F15AF5FA40035ED5F942C4F76283C9CFDEF776943C049D14746,4/18/2016 18:37,4/18/2016 18:40,45.49.253.26,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Active Listening and Speaking(with Leigh Hall),A - Very good,B - Somewhat good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Current Events 2(with Julie Norminton),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,N/A (We did not use a text book in this class),Very satisfied,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x0104D89D3305EF197FBA771CA4F7B7941991E599E6C2FD3BDF0A40DE86A5BA5DCA49ACA9F20257ED329D2A9569C039C2E5ABA198D2C146981E9A9EE699E4F811AE,4/18/2016 18:31,4/18/2016 18:31,24.43.151.246,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2016_Elective_Evaluations_First_5_Weeks
0x01E18265FE3A6BDCED4A3B628D70537ECD134439BF1D0DE25CF7E032A6F110C0F8E3540D8E17DC900402B63819B4CBC7B28A55E2347E8B98F88012A4A8FE71D503,5/2/2018 12:34,5/2/2018 12:36,74.213.227.161,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),GRE Preperation (with Bill Ackerman),B - Somewhat good,B - Somewhat good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Word Play - Vocabulary (with Joan Stein),B - Somewhat good,C - Good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Somewhat satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0136D51238C0795C656A4E91EEA40A02B2BDEABD8834C563D5C743D085FB0C67554A97E8EE00FF01D3EF24CF4FC1592BE5AE80B01A118067D3C15D45B91F2AAD80,5/2/2018 12:04,5/2/2018 12:06,172.58.21.238,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Business English (with Gene Kavenoki),C - Good,C - Good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Word Play - Vocabulary (with Joan Stein),A - Very good,C - Good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01F65E8ABBFBBD68C990944028675AFCCEAE744D15860E9431FB51C25E241E0CBA2B189B66128837D271EE3156D62BB2B888FB3E9B242089094FB6DC79083C592D,5/2/2018 9:35,5/2/2018 9:37,74.213.237.176,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),English through Movies (with Tom Wilde),C - Good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat dissatisfied,Somewhat satisfied,NA,NA,Word Play - Vocabulary (with Joan Stein),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0193A727396276F7C845135A9F317C4BF9FDBBE7BF12D47157AFFB408D7AC05DCD6EEF85E3D6B2AAD7227217CCF4287FA4F0EE2E86DEBA13DE0CE8EA7BFC71AFD8,5/2/2018 0:13,5/2/2018 0:15,75.82.193.42,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Business English (with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,I got many good skill for business.  Teacher teaches us very profesionally,NULL,Current Events (with Tom Wilde),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,It was first time to study about current event  It was awesome and teacher Tom is really match to teach student about current event!!,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x013C962D9D2F0212370E6B88C10B7CDC738B9B9D30A6B08D556ED5F2BC7BFCC5A356A576D6ADA32721BCF0AA6F28BCE57674EE63AFC394387E5A46B5E0E9E2389D,5/1/2018 21:32,5/1/2018 21:38,172.58.21.135,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Active Listening and Speaking(with Darren Butts),A - Very good,C - Good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,"He is impeccable ","Give more speech and listening tests. ",105 IELT (with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01BB220C69156BEC6E1688152BD50BF8AC60380E147B155B5C561479190BB8E55E1882D4D81DA1D9A1B31C4CAC3349D75049AAD13E4E2EE5E74852976B4B7A7474,5/1/2018 20:13,5/1/2018 20:13,24.43.151.246,I have no electives or I have independent study.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x018D1497AC485AF73754A24B3D8F41982953832EE251D5E6E2D620626229AFA3615625CE2C5355D7CCB1DD2D80602A7CB6A711643231DF10ED90C0F88D24C3394D,4/26/2018 12:58,4/26/2018 12:59,172.58.21.220,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Active Listening and Speaking(with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,American Slang and Idioms(with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x015E8609CB6DA07F5FA43E368B857A9C80B2F18C50E99ABEC09AFF480F6FAF200B1057294DBEF647EAC6C5643241372143908D2110687CB3BABE3225F26F90AC6D,4/26/2018 12:25,4/26/2018 12:28,107.77.229.35,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Active Listening and Speaking(with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,105 IELT (with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x019C871A3DCAA02E0C5D56DBADAD8B3329F84E2F6B6263FE54C01117FBD8101C8A88DE7144D15EA70259F55B1020630B97F57C5559D13685176D02E757A0C6DD03,4/26/2018 12:07,4/26/2018 12:07,172.117.247.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01DA0174479F0194569E1CACDF8FF3AF098933B297057779B6869E711B33004EC653157E3E3B4E5C889709792F24F18D9469E258BAC3B000399BCA9CFB457C3320,4/26/2018 11:04,5/1/2018 23:21,131.179.60.197,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),Active Listening and Speaking(with Darren Butts),B - Somewhat good,B - Somewhat good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Very satisfied,NULL,"Please open computer lab in lunch break.   ",105 IELT (with Darren Butts),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,please open the computer lab during lunch time.,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01663383B70CA8829F80741DC661B5FB17B8E31BCF228DC3B215AC8CCC6CBA3C540BA51E4C782B148A3725EA83F6F07D51EF4FDE817F96D9FE28DC9FA0E4EC39A8,4/26/2018 10:59,4/26/2018 10:59,131.179.58.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x01F27279757464ADC4A901AFAF22F7CD8BC570D9C41B96EA68CF5D8C9F6826F1882FD7D7F3A37AFCE254B7FA29E0DC681290D09F3FD00288B4021289ED7D21E962,4/26/2018 10:39,4/26/2018 10:42,47.139.0.212,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),4-day TOEFL Prep (with Fawzia Mohamed,A - Very good,A - Very good,I strongly agree,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,Increase the pace of the class,I do not have a Tuesday/Thursday elective or I have 4-day TOEFL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0159E3B105C162A3DB0C117C31AA680857BD0578B458ADDECFCBD8895BC83FA165DEC16FF385382C51C81E7045CA1FFE46F7FD550E103330C285389D52055462CD,4/26/2018 10:22,4/26/2018 10:24,128.97.107.110,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective. (This includes 4-day TOEFL),GRE Preperation (with Bill Ackerman),A - Very good,A - Very good,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Current Events (with Tom Wilde),A - Very good,B - Somewhat good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Somewhat satisfied,"Students came from various group and level, that is why it is hard to be in one wave)",NULL,AIEP_Spring_2018_Elective_Evaluations_First_5_Weeks
0x0159422D72AE100C910A8C4234E9A2B879735E3EB0A7A17A64F1DCC0DC4F874ED1A12B805013BCB0BE6BB3FC48929EB060C9E3401E18D6ED996FB4E62AAD7CB321,7/20/2016 19:40,7/20/2016 19:43,23.243.234.160,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Public Speaking (with Kyle Duncan),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,N/A (We did not use a text book in this class),Very satisfied,NULL,NULL,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x0148D56F5E8E405DE660D8404AAD9427E61D7BC7A0127841B542A3C2B8492FBE63ACF40BCA19B5165E19DF2116E3E27B901AC5E356FCA06F08AC9796EE8E9BC099,7/20/2016 19:05,7/20/2016 19:06,126.225.144.82,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x0108455AC93E1591FD7A0399B0EEF51EBB1F98D56E04562DDF2168F3919F6F22A7246A554E0D9D161B51A2A7D6BAC907BE7EFDF39BB67401D04A228A667060AF55,7/20/2016 19:04,7/20/2016 19:06,172.56.39.169,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Business English (with Gene Kavenoki),B - Somewhat good,B - Somewhat good,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,I somewhat disagree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,105 TOEFL (with Leigh Hall),A - Very good,A - Very good,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x010ABBD233BFB8BB2D94CA14E6C8D05A0D1CCB7B79645F57F39FD3D1D5E3B8D9EDD52C7397C0CB897465EA6CDA85A715AC734045C6A5BD417B16016C5D34C4E6C4,7/20/2016 17:49,7/20/2016 17:50,63.249.51.144,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,Active Listening and Speaking(with Leigh Hall),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x013E6C1C1433D9BDCDE49293CCC73FDA537B72BFBC1F1448F62D7017F194EBDDCE0B18229C73146EFDCB10D4C346EDB65844106FCA8951E44E6FE45337BA7EDDFD,7/20/2016 17:07,7/20/2016 17:09,45.49.172.203,I have a Monday/Wednesday elective AND a Tuesday/Thursday elective.,English Through Movies (with David Chrisman),A - Very good,C - Good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,American Slang and Idioms(with Gene Kavenoki),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x01F51AD203D848933042CC71DA97AADFB8C2BD0E6F387ED939E683CDD915D0FA00F5003329837BA89D1A46FCEB58D4D67F4F40CBFED216E58BA61B623A766917FC,7/20/2016 16:03,7/20/2016 16:04,108.231.20.223,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x019AC236AF4DF8D084A30C1432DAC34ACC58F26F94B202D362A3AD3F036CDD05971492CE9186B03F4527A4BC7C3AA330D88272DB02DF29318A4D1AAD5C19DF99B2,7/20/2016 16:01,7/20/2016 16:02,23.243.50.149,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105 ELT (with Bobby Blundell),A - Very good,A - Very good,I strongly agree,I somewhat agree,I somewhat agree,I somewhat agree,I strongly agree,N/A (We did not use a text book in this class),Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x013D03CC34AC4E8BBE0EBD155B4EBE1B3D83A55C2005A1B2B5014F62EDCFAB01BCD579B09805A044AE3B723B0AB4D0435D31071C7D1EE4A9CA5C18A6F5B86702A2,7/20/2016 15:34,7/20/2016 15:35,64.134.226.172,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
0x016554D735B4D3D849B5FFE2A09A9AA8764F00C20C6F3950493E9C0D69F6CB8ED35E0DD56BD220A5F7928744CCFC7BD88086E6D42669233AF881FB8AF7D32E6B05,7/20/2016 15:11,7/20/2016 15:12,208.54.39.169,I have a Tuesday/Thursday elective ONLY. My Monday/Wednesday class is a Level 103 or 104 LSP class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104 TOEFL (with Fawzia Mohamed),A - Very good,A - Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,NULL,NULL,AIEP_Summer_2016_A_Elective_Evaluations_First_5_Weeks
