ID_encrypt,Collector_ID,Start_Date,End_Date,IP_Address,My_9_00_11_00_AM_teacher_is_1_,My_general_evaluation_of_my_9_00_11_00_am_teacher_is_1_,My_general_evaluation_of_my_9_00_11_00_am_course_is_1_,My_9_00_11_00_am_teacher_is_organized_and_prepared_1_,My_9_00_11_00_am_teacher_gives_interesting_activities_1_,My_9_00_11_00_teacher_explains_things_clearly_1_,My_9_00_11_00_am_teacher_answers_questions_well_1_,My_9_00_11_00_am_teacher_gives_students_chances_to_participate_in_class_1_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_1_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_1_,What_do_you_like_about_your_9_00_11_00_am_teacher_class_1_,What_changes_would_make_this_class_better_1_,My_11_00_12_00_teacher_is_2_,My_general_evaluation_of_my_11_00_12_00_teacher_is_2_,My_general_evaluation_of_my_11_00_12_00_course_is_2_,This_11_00_12_00_teacher_is_organized_and_prepared_2_,The_11_00_12_00_teacher_gives_interesting_activities_2_,This_11_00_12_00_teacher_explains_things_clearly_2_,My_11_00_12_00_teacher_answers_questions_well_2_,My_11_00_12_00_teacher_gives_students_chances_to_participate_in_class_2_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_2_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_2_,What_do_you_like_about_your_11_00_12_00_teacher_class_2_,What_changes_would_make_this_class_better_2_,My_Monday_Wednesday_afternoon_class__1_00___3_00_pm__is_3_,My_general_evaluation_of_my_teacher_is_3_,My_general_evaluation_of_this_course_is_3_,This_teacher_is_organized_and_prepared_3_,The_teacher_gives_interesting_activities_3_,This_teacher_explains_things_clearly_3_,This_teacher_answers_questions_well_3_,This_teacher_gives_students_chances_to_participate_in_class_3_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_3_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_3_,What_do_you_like_about_this_teacher_class_3_,What_changes_would_make_this_class_better_3_,My_current_Tuesday_Thursday_elective_is_4_,My_general_evaluation_of_this_teacher_is_4_,My_general_evaluation_of_this_course_is_4_,This_teacher_is_organized_and_prepared_4_,This_teacher_gives_interesting_activities_4_,This_teacher_explains_things_clearly_4_,This_teacher_answers_questions_well_4_,This_teacher_gives_students_chances_to_participate_in_class_4_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_4_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_4_,What_do_you_like_about_this_teacher_class_4_,What_changes_would_make_this_class_better_4_,My_current_Monday__Thursdayclass_is_5_,My_general_evaluation_of_this_teacher_is_5_,My_general_evaluation_of_this_course_is_5_,This_teacher_is_organized_and_prepared_5_,This_teacher_gives_interesting_activities_5_,This_teacher_explains_things_clearly_5_,This_teacher_answers_questions_well_5_,This_teacher_gives_students_chances_to_participate_in_class_5_,How_satisfied_were_you_with_the_textbooks_used_in_this_course_5_,How_satisfied_were_you_with_the_handouts_and_other_materials_used_in_this_course_5_,What_do_you_like_about_this_teacher_class_5_,What_changes_would_make_this_class_better_5_,_How_satisfied_are_you_with_the_AIEP_program_in_general__6__,_Since_enrolling_at_the_ALC__how_much_have_your_listening_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_speaking_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_grammar_skills_improved_6__,_Since_enrolling_at_the_ALC__how_much_has_your_knowledge_of_vocabulary_and_idioms_improved_6__,_Since_enrolling_at_the_ALC__how_much_has_your_knowledge_of_American_culture_improved_6__,_Since_enrolling_at_the_ALC__how_much_have_your_pronunciation_skills_improved_6__,How_satisfied_are_you_with_the_academic_counseling_6_,How_satisfied_are_you_with_the_academic_counseling_Comment_6_,How_satisfied_are_you_with_the_visa_counseling_office_6_,How_satisfied_are_you_with_the_visa_counseling_office_Comment_6_,How_satisfied_are_you_with_the_Lindbrook_office_staff_6_,How_satisfied_are_you_with_the_Lindbrook_office_staff_Comment_6_,_How_satisfied_are_you_with_help_from_the_main_ALC_office__applications__enrollment_housing_6__,_How_satisfied_are_you_with_help_from_the_main_ALC_office_applications__enrollment_housing_comment_6_,How_satisfied_are_you_withUSATours_6_,How_satisfied_are_you_withUSATours_comment_6_,_In_Los_Angeles__I_am_living_6__,_In_Los_Angeles__I_am_living_comment_6__,_In_my_opinion__my_housing_was_6__,_In_my_opinion__my_housing_was_comment_6__,Will_you_recommend_ALC_to_your_friends_6_,Will_you_recommend_ALC_to_your_friends_comment_6_,Quarter
0x01D0CA0148CA83A001693A8960EA3EDD840DFBA3D4A83862071CFD70B1EBEA27C4BC660E86B1EE7E2FDA52F61A00A5908FC06BACDAE9FF753A78DDB3E3DD0013BB,214431379,7/30/2018 11:01,7/30/2018 11:04,131.179.58.123,Scott Gist (405 Reading/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Ben Goldberg(405 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Darren Butts (Active Listening and Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Fawzia Mohamed (105 TOEFL),Somewhat good,Somewhat good,I somewhat agree,I somewhat disagree,I somewhat agree,I somewhat disagree,I somewhat disagree,Somewhat dissatisfied,Somewhat dissatisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,A- a lot,B- some,B- some,B- some,B- some,B- some,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,E- did not use,NULL,with family/relatives,NULL,D- somewhat bad,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x01D52311EB7CCE254649FFC9FDEDA063E65A1C9699B1EA18B78432E626B8EBE96A8D4567F9DCAF7738AB9F9B41D23C5D3A024CC3E73E4379F8230C76AE2C8F94B5,214431379,7/27/2018 12:04,7/27/2018 19:44,131.179.58.116,Michael Daniels (103.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(103.2 Reading & Discussion),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Monday/Wednesday elective,Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Tuesday/Thursday elective,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,B- some,B- some,B- some,B- some,B- some,B- some,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,D- somewhat bad,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x016A1C9DB112C3AD982D3757891847DE65FF31879905E8CCDAD44942941541F874A0FB29214BB0009EC00427DEF5075D2C58140D193250F420B5395FC09322CBB3,214431379,7/26/2018 15:40,7/26/2018 15:44,172.58.16.197,Karen Muldoon-Hules(406 Reading/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Micheal Thomas(406 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki (Business English),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Shelley Reece (American Pronunciation),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x013F559EA0A8ACC51E572DDF58197491999072E1FB2720F256BF050A57C5B4914EF27A8AB2EFD58791B889AD909D3D2D69FAF08D2A17BCC3AF05539477CECE7529,160024543,8/3/2017 10:38,8/3/2017 11:07,131.179.58.57,David Chrisman(104.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,Explaining lots of example! It makes me understand easier,NULL,Shelley Reece (104.2 Reading & Discussion),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,Various words card that make us memorize easier,"We had own card and to explain other friends takes too long time. I want shelly's explanation more. It much help me understand cleary than friends explation. And their explanations are almost same in book. I dont want to waste time with them esp,her class is only 1 hours (sometimes 55min)!!! Except that, her class is perfect",Lana Koyadinovich (Active Listening and Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,"Trying to show many video ted etc. ","I hope to take long time to change pronounciation correctly. In my case, i hope to speak like native",Fawzia Mohamed(104 TOEFL),Very good,Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,To give a chance to experience toefl,Too fast i mean we did reading listening speaking section but im not sure i can do all if them,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,B- some,A- a lot,A- a lot,B- some,A- a lot,A- a lot,A- very satisfied,NULL,A- very satisfied,She is really helpful and kind. Also she make me fully appericate about information that i need,A- very satisfied,They always smile but little bit fast to understand that's why i asked her repeat again,A- very satisfied,NULL,A- very satisfied,NULL,with family/relatives,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01D48A77DFD31A6EA225BEF0C00F202CD7C6ABFAAD438856F3BA6F259DB3E62C98F91AC9D2CD16BC1C6C5DFFBD15D89D68A255AD5D12E2783AD28CD84A939120FF,160024543,8/2/2017 14:29,8/2/2017 14:33,128.97.109.22,Eleanor Comegys(406 Reading/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Micheal Thomas(406 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I have the same class everyday (TOEFL of IELTS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Leigh Hall (105 TOEFL),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,A,A- a lot,A- a lot,B- some,B- some,B- some,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,other rented residence,NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x0150BA250593EC81070C86F12B0B1FAEE3AB8851779F793F2BF35B85FE6B0F96A5DC13CADF90F2C57B0DC5F2205219AE8C0001DCB31E4F37BE874A7AF2D835328F,160024543,8/2/2017 12:09,8/2/2017 12:21,131.179.58.20,Lana Koyadinovich(103.2 Grammar/Writing),Somewhat good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(103.2 Reading & Discussion),Somewhat good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,Very satisfied,Very satisfied,NULL,NULL,Michael Daniels(103.2 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"If our opinion is wrong, he accept our opinion.",NULL,Gene Kavenoki(Current Events),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,I don't have a elective class.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x0104702BE5BD9BFA3DF55E6523CB86EFD79412635573B7E225483F526A747C0F1DA80C511B79FDF931C80AB21C20D2BB6D3CE525E7F4F4D98EAB6BA729F2B06F21,160024543,8/2/2017 11:01,8/2/2017 12:19,107.77.231.55,Claudine Simha(102.1 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,There are many practice.,NULL,David Chrisman(102.1 Listening & Speaking),Very good,Very good,I somewhat agree,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,Very satisfied,Somewhat satisfied,There are many active and effective practice.,NULL,Tom Wilde(102.1 Reading/Discussion),Very good,Very good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,Teacher explain very courteously.,NULL,Gene Kavenoki(Current Events),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,B- some,B- some,B- some,B- some,B- some,B- some,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x017F2F1DCB832A79F74F1D35F07B1403AE4EBD8A7BA68A77EB947360C187F3E474431286D84CB7ED77B54015C813FE4BD8BF028EFE2499F9DCD4B4B963D92508F7,160024543,8/2/2017 10:53,8/2/2017 10:57,131.179.60.151,Shelley Reece(104.1 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich(104.1 Reading & Discussion),Very good,Somewhat good,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Scott Gist(English ThroughMovies),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Fawzia Mohamed(104 TOEFL),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,A- a lot,B- some,A- a lot,A- a lot,A- a lot,A- a lot,A- very satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x011049776F91695AAC5A2AF675EA1FA2171BE97FFFDE8212BE1CCCDBA6DB4CC623F09818FF611E97BDA8EB87FBAC4EFCA09FDB80D7B732E1C9AB3BEDC8ABD01A8D,160024543,8/2/2017 10:29,8/2/2017 10:36,172.58.21.26,Lana Koyadinovich(103.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Very satisfied,NULL,NULL,Kyle Duncan(407 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Michael Daniels(103.2 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(Current Events),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,A- a lot,B- some,A- a lot,B- some,B- some,B- some,B- somewhat satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x0187553C51B468211D19204C05FE70C9455825A655F1334002888CE3D0A36FA2B6C7A9A3BDAA4BD3D644460AA1D2D4403AEB30BED0AFB88EE0BF70A0E7E9EE8AE8,160024543,8/2/2017 10:15,8/2/2017 10:23,131.179.60.204,Joan Stein(103.1 Grammar/Writing),Very good,Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly disagree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Michael Daniels(103.1 Reading & Discussion),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Very dissatisfied,Somewhat satisfied,NULL,NULL,Ben Goldberg(103.1 Listening & Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Joan Stein (Academic Vocabulary),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,B- some,B- some,B- some,B- some,B- some,B- some,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x013044D9BD15AAA18C7B8F6A932E2D5400A62BBFB7B6E1D4B8BE845184E845243DAE07D4F353DF00C9778B33D0629FED5C85625CFB1688DC4D97B8444E174035FE,160024543,8/1/2017 12:38,8/1/2017 12:45,201.130.60.47,Shelley Reece(104.1 Grammar/Writing),Very good,Very good,I strongly agree,I somewhat agree,I strongly agree,I somewhat agree,I strongly agree,Somewhat satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich(104.1 Reading & Discussion),Somewhat good,Somewhat good,I somewhat agree,I strongly agree,I somewhat agree,I somewhat agree,I somewhat agree,Very satisfied,Very satisfied,NULL,NULL,Lana Koyadinovich (Active Listening and Speaking),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,I somewhat agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Fawzia Mohamed(104 TOEFL),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,B- some,A- a lot,B- some,B- some,A- a lot,B- somewhat satisfied,NULL,E- did not use,NULL,A- very satisfied,NULL,E- did not use,NULL,E- did not use,NULL,other rented residence,NULL,D- somewhat bad,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01DFE534A1B030797F337F544468E3F509FF0E20AF57CDC3B14CEAA8408131F2550FD64EC478CC1F3D1D90DEFBC3B2EFCD719D8C60C6EBB9A576F87AB2FBA72A16,160024543,7/28/2017 12:02,7/28/2017 14:14,131.179.28.185,Micheal Thomas(407 Reading/Writing),Very good,Somewhat good,I somewhat agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a textbook in this class),Very satisfied,It enables me to get deep understanding of reading assignments.,Some homeworks were not reviewed.  Maybe its amount is a little bit too much.,Kyle Duncan(407 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,Somewhat satisfied,Somewhat satisfied,NULL,NULL,Gene Kavenoki (Business English),Very good,Somewhat good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(Current Events),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a text book in this class),Somewhat satisfied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,B- some,B- some,B- some,A- a lot,B- some,A- very satisfied,Quick and Supportive service did Judy give me.,B- somewhat satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,other rented residence,NULL,D- somewhat bad,Expensive though not so gorgeous,Yes,NULL,AIEP_Summer_2017_B_Evaluations
0x01CDE78FEB7BB7D531E2C5C7D287B5EC0F006FD6DC2CA4474FFF46FA13678B8DFF9207E2C9ED17DC070623A1123FFD0E3B960B2D40109A3469DB084D41E74A1F1E,214431379,8/1/2018 15:11,8/2/2018 12:41,131.179.60.242,Michael Daniels (103.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Somewhat satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(103.2 Reading & Discussion),Somewhat good,Very good,I strongly agree,I strongly agree,I somewhat agree,I somewhat agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Monday/Wednesday elective,Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Tuesday/Thursday elective,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,A- a lot,B- some,B- some,A- a lot,B- some,A- a lot,A- very satisfied,NULL,B- somewhat satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,E- did not use,NULL,with a homestay family,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x01BAFB7DFA9ED9C93ADC764C996336C8F19F8A7003481D6149EEC1D5703C1F3DEB68C458A1C5A0B2407F665E1099791799E1C68E44E312DA996ABD189EB5175279,214431379,7/27/2018 14:04,7/27/2018 14:26,104.175.41.88,Michael Daniels (103.2 Grammar/Writing),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"He never give up, Thank you. ","_TME_ we need more time. ",Gene Kavenoki(103.2 Reading & Discussion),Somewhat bad,Somewhat bad,I somewhat disagree,I somewhat disagree,I somewhat agree,I somewhat agree,I somewhat disagree,Very satisfied,Very satisfied,"I have No idea. ",NULL,I have the same class everyday,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tom Wilde (103.2Listening/Speaking),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,"He always had new idea. ",NULL,B,A- a lot,A- a lot,A- a lot,C- not much,A- a lot,A- a lot,A- very satisfied,NULL,E- did not use,NULL,E- did not use,NULL,A- very satisfied,NULL,E- did not use,NULL,other rented residence,NULL,A- very good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x010A345DB6739A95F93BD088232A155B606035F5A2B443B6D321D60653DE5D58E7A39EB8964EA59BD07FA5FB9B1F62020F85FCF8C09560A02F6C605192D82E41F7,214431379,7/27/2018 8:38,7/27/2018 8:54,172.58.19.138,Michael Daniels (103.2 Grammar/Writing),Somewhat good,Somewhat good,I somewhat agree,I somewhat agree,I somewhat disagree,I somewhat disagree,I somewhat agree,Very satisfied,Very satisfied,NULL,NULL,Gene Kavenoki(103.2 Reading & Discussion),Somewhat bad,Somewhat bad,I strongly agree,I strongly disagree,I somewhat disagree,I strongly disagree,I strongly disagree,Very satisfied,Somewhat satisfied,NULL,NULL,I do not have a Monday/Wednesday elective,Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I do not have a Tuesday/Thursday elective,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,A- a lot,B- somewhat satisfied,NULL,E- did not use,NULL,A- very satisfied,NULL,A- very satisfied,NULL,A- very satisfied,NULL,Oakwood Apartments,NULL,B- somewhat good,NULL,Yes,NULL,AIEP_Summer_2018_B_Evaluations
0x015ADD7B64E20FE646917D4C762927FD9216E8D8E5A56C862F928AF1E264DD6B1B8F1B1564AA80EC66F6F411D9208A92E5980C93BBAC2B6669C2D3C8446892FC70,160024543,8/2/2017 20:27,8/2/2017 20:30,4.7.97.186,Micheal Thomas(407 Reading/Writing),Somewhat good,Somewhat good,I strongly agree,I somewhat disagree,I strongly agree,I strongly agree,I strongly agree,N/A (We did not use a textbook in this class),Somewhat satisfied,NULL,NULL,Kyle Duncan(407 Grammar Workshop),Very good,Very good,I strongly agree,I strongly agree,I strongly agree,I strongly agree,I strongly agree,Very satisfied,Very satisfied,NULL,NULL,I have the same class everyday (TOEFL of IELTS),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Julie Norminton (105 IELTS),Very good,Very good,I strongly agree,I somewhat agree,I strongly agree,I strongly agree,I somewhat agree,Somewhat satisfied,Very satisfied,NULL,NULL,B,A- a lot,B- some,B- some,A- a lot,C- not much,B- some,E- did not use,NULL,E- did not use,NULL,E- did not use,NULL,E- did not use,NULL,E- did not use,NULL,"at a UCLA dormitory (Rieber Hall, Saxon Suites, etc.)",NULL,C- good,NULL,Yes,NULL,AIEP_Summer_2017_B_Evaluations
